Aceleracao X,Aceleracao Y,Aceleracao Z,Temperatura,Velocidade X,Velocidade Y,Velocidade Z,Roll,Pitch,Yall,Magnetico X,Magnetico Y,Magnetico Z,Pressao do Ar,Altitude,Longitude,Latitude,Velocidade GPS,Angulo,Horario,RPM,Velocidade Hall,Temperatura Disco,Pressao Freio
0.0765625,0.9666015625000001,9.6564453125,31.46,0.18310546875,0.79345703125,0.0,3.4991455078125,-1.29638671875,-59.7711181640625,-13.4857177734375,10.338134765625,21.8572998046875,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.08,09:16:02.853183,0.00,0.00,32.0,1.6479999999999995
-0.00478515625,0.9905273437500001,9.66123046875,31.45,0.30517578125,0.30517578125,0.0,3.5101318359375,-1.219482421875,-59.7491455078125,-13.5845947265625,10.382080078125,21.895751953125,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:02.957452,0.00,0.00,31.0,1.592
-0.00478515625,0.9905273437500001,9.66123046875,31.45,0.30517578125,0.30517578125,0.0,3.5101318359375,-1.2139892578125,-59.7491455078125,-13.590087890625,10.3765869140625,21.873779296875,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:02.963296,0.00,0.00,31.0,1.592
-0.00478515625,0.9570312500000001,9.694726562500001,31.49,0.244140625,0.06103515625,0.0,3.515625,-1.20849609375,-59.74365234375,-13.590087890625,10.37109375,21.8133544921875,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:02.972826,0.00,0.00,31.0,1.6420000000000001
-0.00478515625,0.9570312500000001,9.694726562500001,31.49,0.244140625,0.06103515625,0.0,3.515625,-1.2030029296875,-59.74365234375,-13.5845947265625,10.360107421875,21.8133544921875,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:02.984273,0.00,0.00,31.0,1.582
-0.02392578125,0.9570312500000001,9.76171875,31.49,0.30517578125,-0.18310546875,0.0,3.5211181640625,-1.197509765625,-59.74365234375,-13.612060546875,10.338134765625,21.829833984375,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:02.993830,0.00,0.00,31.0,1.5780000000000005
-0.02392578125,0.9570312500000001,9.76171875,31.49,0.30517578125,-0.18310546875,0.0,3.5211181640625,-1.197509765625,-59.7381591796875,-13.6285400390625,10.3216552734375,21.829833984375,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:03.003358,0.00,0.00,31.0,1.5939999999999999
-0.0095703125,0.976171875,9.699511718750001,31.45,0.42724609375,-0.30517578125,0.0,3.526611328125,-1.1920166015625,-59.7381591796875,-13.6285400390625,10.3106689453125,21.8353271484375,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:03.012884,0.00,0.00,31.0,1.6800000000000004
-0.0095703125,0.976171875,9.699511718750001,31.45,0.42724609375,-0.30517578125,0.0,3.526611328125,-1.1920166015625,-59.7381591796875,-13.60107421875,10.2996826171875,21.81884765625,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:03.022433,0.00,0.00,31.0,1.674
-0.03828125,0.9953125,9.670800781250001,31.48,0.42724609375,-0.3662109375,0.0,3.5321044921875,-1.1920166015625,-59.732666015625,-13.5845947265625,10.2996826171875,21.829833984375,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:03.033804,0.00,0.00,31.0,1.6420000000000001
-0.03828125,0.9953125,9.670800781250001,31.48,0.42724609375,-0.3662109375,0.0,3.53759765625,-1.1920166015625,-59.732666015625,-13.5626220703125,10.2996826171875,21.873779296875,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:03.043334,0.00,0.00,31.0,1.6039999999999999
-0.028710937500000002,0.9857421875000001,9.6181640625,31.45,0.42724609375,-0.54931640625,0.0,3.53759765625,-1.1865234375,-59.732666015625,-13.5626220703125,10.2996826171875,21.851806640625,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:03.052863,0.00,0.00,31.0,1.6620000000000001
-0.028710937500000002,0.9857421875000001,9.6181640625,31.45,0.42724609375,-0.54931640625,0.0,3.5430908203125,-1.1865234375,-59.7271728515625,-13.5626220703125,10.3106689453125,21.8243408203125,1.002033061929435,42949655.83,3809654596.0,4033559865.0,0.0,159.17,09:16:03.064697,0.00,0.00,31.0,1.602
